ID_,lat_x,long_y,lat_x_D,long_y_D,Ordem_,lat_final,long_final
ID 2679,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 2680,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 2927,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 2928,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3007,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3008,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3043,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3044,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3075,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3076,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3077,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3217,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3218,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3219,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3220,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3272,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3273,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3274,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3275,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 3598,-21.698.111,-42.238.944,"-21,698","-42,238",Peixe,"-21,698","-42,238"
ID 1110,-22.589.442,-422.375,"-22,589","-42,2375",Peixe,"-22,589","-42,237"
ID 1252,-22.589.444,-422.375,"-22,589","-42,2375",Peixe,"-22,589","-42,237"
ID 1991,-22.584.889,-42.236.417,"-22,584","-42,236",Peixe,"-22,584","-42,236"
ID 1181,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 1198,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 2513,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 2526,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 3344,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 3349,-22.404.019,-42.235.167,"-22,404","-42,235",Peixe,"-22,404","-42,235"
ID 1200,-22.447.714,-42.228.883,"-22,447","-42,228",Peixe,"-22,447","-42,228"
ID 2808,-22.447.714,-42.228.883,"-22,447","-42,228",Peixe,"-22,447","-42,228"
ID 3351,-22.447.714,-42.228.883,"-22,447","-42,228",Peixe,"-22,447","-42,228"
ID 3467,-22.447.714,-42.228.883,"-22,447","-42,228",Peixe,"-22,447","-42,228"
ID 3508,-22.447.714,-42.228.883,"-22,447","-42,228",Peixe,"-22,447","-42,228"
ID 346,-42.21.666.718,-22.38.333.321,"-42,21","-22,38",Peixe,"-22,380","-42,210"
ID 1199,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 1730,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 2807,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 3113,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 3350,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 3466,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 3507,-22.445.778,-42.208.694,"-22,445","-42,208",Peixe,"-22,445","-42,208"
ID 4014,-22.480.556,-42.204.167,"-22,48","-42,204",Ephemeroptera,"-22,480","-42,204"
ID 4767,-22.480.556,-42.204.167,"-22,48","-42,204",Tricoptera,"-22,480","-42,204"
ID 4885,-22.6.043,-42.2.659,"-22,6","-42,2",Peixe,"-22,600","-42,200"
ID 4952,-22.6.043,-42.2.659,"-22,6","-42,2",Peixe,"-22,600","-42,200"
ID 4959,-22.6.043,-42.2.659,"-22,6","-42,2",Peixe,"-22,600","-42,200"
ID 5201,-22.6.333,-42.2,"-22,6","-42,2",Peixe,"-22,600","-42,200"
ID 4268,-22.339.833,-42.20.375,"-22,339","-42,2",Tricoptera,"-22,339","-42,200"
ID 4403,-22.339.833,-42.20.375,"-22,339","-42,2",Tricoptera,"-22,339","-42,200"
ID 4446,-22.339.833,-42.20.375,"-22,339","-42,2",Tricoptera,"-22,339","-42,200"
ID 5614,-22.3.833,-42.2.167,"-22,3","-42,2",Peixe,"-22,300","-42,200"
ID 1156,-21.266.044,-42.182.208,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 1519,-21.266.158,-42.182.222,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 1639,-21.266.158,-42.182.222,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 1937,-21.266.044,-42.182.208,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 3634,-21.266.158,-42.182.222,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 3635,-21.266.044,-42.182.208,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 3636,-21.266.044,-42.182.208,"-21,266","-42,182",Peixe,"-21,266","-42,182"
ID 1520,-21.263.881,-42.176.161,"-21,263","-42,176",Peixe,"-21,263","-42,176"
ID 1938,-21.263.881,-42.176.161,"-21,263","-42,176",Peixe,"-21,263","-42,176"
ID 3637,-21.263.881,-42.176.161,"-21,263","-42,176",Peixe,"-21,263","-42,176"
ID 3676,-21.263.881,-42.176.161,"-21,263","-42,176",Peixe,"-21,263","-42,176"
ID 690,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 691,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 759,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 760,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 901,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 902,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 998,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 999,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1139,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1140,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1163,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1164,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1183,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1184,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1355,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1356,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1462,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1463,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1601,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1602,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1606,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1607,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1668,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1669,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1907,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1908,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1960,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 1961,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2058,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2059,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2101,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2102,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2214,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2215,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2447,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2448,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2591,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2592,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2662,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2663,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2759,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2760,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2831,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2832,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2941,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 2942,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3137,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3138,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3193,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3194,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3258,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3259,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3285,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3286,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3374,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3375,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3493,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3494,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3602,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3603,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3697,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3698,-22.426.008,-42.174.189,"-22,426","-42,174",Peixe,"-22,426","-42,174"
ID 3640,-21.239.356,-42.170.472,"-21,239","-42,17",Peixe,"-21,239","-42,170"
ID 1521,-21.267.867,-42.168.439,"-21,267","-42,168",Peixe,"-21,267","-42,168"
ID 1640,-21.267.867,-42.168.439,"-21,267","-42,168",Peixe,"-21,267","-42,168"
ID 2114,-21.267.867,-42.168.439,"-21,267","-42,168",Peixe,"-21,267","-42,168"
ID 2115,-21.267.867,-42.168.439,"-21,267","-42,168",Peixe,"-21,267","-42,168"
ID 3638,-21.267.867,-42.168.439,"-21,267","-42,168",Peixe,"-21,267","-42,168"
ID 787,-21.235.994,-42.161.389,"-21,235","-42,161",Peixe,"-21,235","-42,161"
ID 1132,-21.235.994,-42.161.389,"-21,235","-42,161",Peixe,"-21,235","-42,161"
ID 1930,-21.235.994,-42.161.389,"-21,235","-42,161",Peixe,"-21,235","-42,161"
ID 2117,-21.235.994,-42.161.389,"-21,235","-42,161",Peixe,"-21,235","-42,161"
ID 3542,-21.538.333,-42.158.889,"-21,538","-42,158",Peixe,"-21,538","-42,158"
ID 277,-42.15.611.267,-22.28.138.924,"-42,15","-22,28",Peixe,"-22,280","-42,150"
ID 426,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 427,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 431,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 699,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 700,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 720,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 721,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 722,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 737,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 738,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 761,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 807,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 808,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 885,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 886,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 914,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1005,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1024,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1025,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1026,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1096,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1276,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1277,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1283,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1284,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1365,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1366,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1390,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1391,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1392,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1411,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1412,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1468,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1469,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1488,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1534,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1535,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1558,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1559,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1560,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1561,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1682,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1683,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1720,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1721,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1722,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1723,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1842,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1843,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1880,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1967,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1986,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2037,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2038,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2049,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2050,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2051,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2084,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2105,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2107,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2148,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2155,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2169,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2170,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2171,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2172,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2187,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2188,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2199,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2200,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2201,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2202,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2315,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2322,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2323,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2324,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2376,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2377,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2396,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2397,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2398,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2409,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2440,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2441,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2599,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2600,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2622,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2623,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2624,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2642,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2643,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2653,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2654,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2655,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2685,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2686,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2700,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2701,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2702,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2703,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2744,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2951,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2952,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2979,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2980,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2981,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 2982,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3013,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3014,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3031,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3032,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3033,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3049,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3055,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3147,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3158,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3159,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3225,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3226,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3245,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3246,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3247,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3293,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3311,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3312,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3381,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3382,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3407,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3408,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3437,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3562,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3621,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 3622,-21.58,-42.142.778,"-21,58","-42,142",Peixe,"-21,580","-42,142"
ID 1251,-22.564.694,-42.136.111,"-22,564","-42,136",Peixe,"-22,564","-42,136"
ID 1997,-22.564.692,-42.136.106,"-22,564","-42,136",Peixe,"-22,564","-42,136"
ID 1247,-22.537.778,-42.133.639,"-22,537","-42,133",Peixe,"-22,537","-42,133"
ID 1993,-22.537.778,-42.133.639,"-22,537","-42,133",Peixe,"-22,537","-42,133"
ID 1992,-22.563.331,-42.131.219,"-22,563","-42,131",Peixe,"-22,563","-42,131"
ID 1246,-22.546.889,-42.131.222,"-22,546","-42,131",Peixe,"-22,546","-42,131"
ID 609,-21.709.717,-42.131.942,"-21,709","-42,131",Peixe,"-21,709","-42,131"
ID 614,-21.709.717,-42.131.942,"-21,709","-42,131",Peixe,"-21,709","-42,131"
ID 1039,-21.709.717,-42.131.942,"-21,709","-42,131",Peixe,"-21,709","-42,131"
ID 617,-22.019.306,-42.130.972,"-22,019","-42,13",Peixe,"-22,019","-42,130"
ID 1254,-22.564.306,-42.126.194,"-22,564","-42,126",Peixe,"-22,564","-42,126"
ID 642,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 745,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 824,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 980,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 1127,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 1128,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 1129,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 1940,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 2015,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 2227,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 2328,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 3199,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 3269,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 3592,-21.237.597,-42.122.608,"-21,237","-42,122",Peixe,"-21,237","-42,122"
ID 1999,-22.564.581,-42.12.475,"-22,564","-42,12",Peixe,"-22,564","-42,120"
