ID,Nome Cientifico na Base de Dados,Nivel Taxonomico,Filo,Familia,Ordemmm,Genero,Especie,Latitude,Longitude
603,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,238,944","-21,698,111"
604,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,238,944","-21,698,111"
605,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,934,569","-22,816,694"
606,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,687,378","-22,512,558"
607,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,986,756","-22,570,903"
608,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-43,277,222","-22,557,222"
609,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,131,942","-21,709,717"
610,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,582,222","-21,838,611"
611,Astyanax bimaculatus,Especie,,Characidae,Siluriformes,Astyanax,Astyanax bimaculatus,"-42,596,944","-21,853,611"
612,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,521,667","-21,824,444"
613,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,898,611","-22,517,778"
614,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,131,942","-21,709,717"
615,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,342,417","-21,748,528"
616,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,342,417","-21,748,528"
617,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,130,972","-22,019,306"
618,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-4,248,675","-22,507,222"
619,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-43,072,208","-22,222,469"
620,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-42,576,703","-21,841,078"
621,Astyanax bimaculatus,Especie,,Characidae,Pleuronectiformes,Astyanax,Astyanax bimaculatus,"-43,000,878","-22,029,314"
622,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-42,250,486","-22,590,469"
623,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-43,445,808","-22,958,714"
624,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-4,375,305","-22,671,147"
625,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-4,382,635","-22,687,492"
626,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-44,620,806","-225,099"
627,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-4,389,415","-22,632,381"
628,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-43,818,347","-22,532,436"
629,Astyanax bimaculatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax bimaculatus,"-43,882,097","-22,711,953"
630,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-41,903,539","-21,965,481"
631,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-43,072,208","-22,222,469"
632,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-42,576,703","-21,841,078"
633,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-43,000,878","-22,029,314"
634,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-42,250,486","-22,590,469"
635,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-4,375,305","-22,671,147"
636,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-4,382,635","-22,687,492"
637,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-4,389,415","-22,632,381"
638,Astyanax fasciatus,Especie,,Characidae,Perciformes,Astyanax,Astyanax fasciatus,"-43,818,347","-22,532,436"
639,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,836,131","-21,964,722"
640,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,884,675","-20,907,428"
641,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,884,675","-20,907,428"
642,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,122,608","-21,237,597"
643,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
644,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
645,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
646,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
647,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
648,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
649,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
650,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
651,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,577,167","-21,577,167"
652,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
653,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
654,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
655,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
656,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
657,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
658,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
659,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
660,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
661,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
662,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
663,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
664,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,757,694","-21,637,222"
665,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
666,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
667,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
668,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
669,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
670,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
671,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,034,528",-21.63
672,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
673,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
674,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
675,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
676,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
677,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,238,944","-21,698,111"
678,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-43,241,944","-22,621,111"
679,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-43,277,222","-22,557,222"
680,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,004,733","-2,222,585"
681,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-4,197,545","-22,225,983"
682,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-419,372","-22,232,233"
683,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,897,617","-222,599"
684,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,004,733","-2,222,585"
685,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-4,197,545","-22,225,983"
686,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-419,372","-22,232,233"
687,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,897,617","-222,599"
688,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-418,749","-22,276,483"
689,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,846,172","-22,292,317"
690,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,174,189","-22,426,008"
691,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,174,189","-22,426,008"
692,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,095,033","-223,972"
693,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,431,694","-22,540,639"
694,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-4,171,285","-219,071"
695,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,983,517","-22,448,561"
696,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,715,194"
697,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,924,028","-21,717,389"
698,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,924,028","-21,717,389"
699,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,142,778",-21.58
700,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,142,778",-21.58
701,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
702,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
703,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,035,556","-22,233"
704,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,020,111","-22,237"
705,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,020,111","-22,237"
706,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
707,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
708,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
709,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
710,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
711,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
712,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,761,444","-21,634,694"
713,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,748,528"
714,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,748,528"
715,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,748,528"
716,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,748,528"
717,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,924,028","-21,717,389"
718,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,924,028","-21,717,389"
719,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-41,924,028","-21,717,389"
720,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,142,778",-21.58
721,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,142,778",-21.58
722,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,142,778",-21.58
723,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
724,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-44,551,333","-23,000,833"
725,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
726,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,033,861","-21,634,444"
727,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,342,417","-21,715,194"
728,Astyanax giton,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax giton,"-42,333,444","-22,559,139"
729,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-43,407,222","-22,586,944"
730,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-43,221,111","-22,604,167"
731,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-43,277,222","-22,557,222"
732,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,983,517","-22,448,561"
733,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-41,924,028","-21,717,389"
734,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-41,761,444","-21,634,694"
735,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-41,761,444","-21,634,694"
736,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,342,417","-21,748,528"
737,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,142,778",-21.58
738,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,142,778",-21.58
739,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-4,248,675","-22,507,222"
740,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,601,525","-22,886,808"
741,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-43,388,889","-22,614,722"
742,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,033,861","-21,634,444"
743,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-42,342,417","-21,715,194"
744,Astyanax hastatus,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax hastatus,"-43,401,667","-22,652,222"
745,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-42,122,608","-21,237,597"
746,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-41,633,611","-21,810,556"
747,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-43,228,056","-22,613,611"
748,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-43,221,111","-22,604,167"
749,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-43,277,222","-22,557,222"
750,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-4,197,545","-22,225,983"
751,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-419,372","-22,232,233"
752,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-41,897,617","-222,599"
753,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-42,004,733","-2,222,585"
754,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-4,197,545","-22,225,983"
755,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-419,372","-22,232,233"
756,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-41,897,617","-222,599"
757,Astyanax intermedius,Especie,,Characidae,Clupeiformes,Astyanax,Astyanax intermedius,"-418,749","-22,276,483"
758,Astyanax intermedius,Especie,,Characidae,Siluriformes,Astyanax,Astyanax intermedius,"-41,846,172","-22,292,317"
759,Astyanax intermedius,Especie,,Characidae,Siluriformes,Astyanax,Astyanax intermedius,"-42,174,189","-22,426,008"
760,Astyanax intermedius,Especie,,Characidae,Siluriformes,Astyanax,Astyanax intermedius,"-42,174,189","-22,426,008"
761,Astyanax intermedius,Especie,,Characidae,Perciformes,Astyanax,Astyanax intermedius,"-42,142,778",-21.58
762,Astyanax intermedius,Especie,,Characidae,Perciformes,Astyanax,Astyanax intermedius,"-43,034,889","-2,257,275"
763,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-43,034,608","-22,572,278"
764,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,857,644","-22,382,822"
765,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,903,033","-22,415,303"
766,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,085,972","-22,241,528"
767,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,059,303","-2,223,815"
768,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,055,611","-22,237,278"
769,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,035,556","-22,233"
770,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,020,111","-22,237"
771,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,088,028","-2,224,125"
772,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,085,972","-22,241,528"
773,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,059,303","-2,223,815"
774,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,055,611","-22,237,278"
775,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,035,556","-22,233"
776,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,020,111","-22,237"
777,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-446,925","-23,041,389"
778,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,033,861","-21,634,444"
779,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,342,417","-21,748,528"
780,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-4,248,675","-22,507,222"
781,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,692,972","-22,553,306"
782,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,736,172","-22,615,244"
783,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-42,033,861","-21,634,444"
784,Astyanax intermedius,Especie,,Characidae,Characiformes,Astyanax,Astyanax intermedius,"-43,401,667","-22,652,222"
785,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,884,675","-20,907,428"
786,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,884,675","-20,907,428"
787,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,161,389","-21,235,994"
788,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-4,158,455","-21,800,031"
789,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,407,222","-22,586,944"
790,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,228,056","-22,613,611"
791,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,277,222","-22,557,222"
792,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,342,417","-21,715,194"
793,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,924,028","-21,717,389"
794,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,924,028","-21,717,389"
795,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
796,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
797,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,034,608","-22,572,278"
798,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,033,861","-21,634,444"
799,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,033,861","-21,634,444"
800,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
801,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
802,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
803,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,761,444","-21,634,694"
804,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,342,417","-21,748,528"
805,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,924,028","-21,717,389"
806,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,924,028","-21,717,389"
807,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,142,778",-21.58
808,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,142,778",-21.58
809,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,327,217","-21,319,167"
810,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,327,217","-21,319,167"
811,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,446,942","-21,255,278"
812,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,396,942","-21,273,331"
813,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-41,555,831","-21,191,667"
814,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,037,222","-22,458,333"
815,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,692,972","-22,553,306"
816,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,794,094","-22,894,231"
817,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,033,861","-21,634,444"
818,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,033,861","-21,634,444"
819,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,342,417","-21,715,194"
820,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,381,944","-22,568,889"
821,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-43,392,778","-22,578,056"
822,Astyanax janeiroensis,Especie,,Characidae,Characiformes,Astyanax,Astyanax janeiroensis,"-42,333,444","-22,559,139"
823,Astyanax microschemos,Especie,,Characidae,Characiformes,Astyanax,Astyanax microschemos,"-41,327,217","-21,319,167"
824,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-42,122,608","-21,237,597"
825,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,757,694","-21,637,222"
826,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
827,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
828,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
829,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
830,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
831,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
832,Astyanax parahybae,Especie,,Characidae,Characiformes,Astyanax,Astyanax parahybae,"-41,577,167","-21,577,167"
