ID,Nome Cientifico na Base de Dados,Nivel Taxonomico,Filo,Familia,Ordemmm,Genero,Especie,Latitude,Longitude
374,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-2,291,527,748","-4,434,500,122"
375,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,-22.58,"-4,331,611,111"
376,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-2,257,277,778","-4,341,833,333"
377,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-2,260,916,667","-4,356,888,889"
378,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-2,246,416,667","-4,265,444,444"
379,Scleromystax barbatus,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax barbatus,"-2,300,666,667","-4,431,805,556"
380,Scleromystax prionotos,Especie,,Callichthyidae,Siluriformes,Scleromystax,Scleromystax prionotos,"-2,204,999,924","-4,171,666,718"
381,Spintherobolus broccae,Especie,,Characidae,Characiformes,Spintherobolus,Spintherobolus broccae,"-2,248,333,359","-4,265,000,153"
382,Trichomycterus alternatum,Especie,,Trichomycteridae,Siluriformes,Trichomycterus,Trichomycterus alternatum,"-2,245,111,084","-4,264,888,763"
383,Trichomycterus alternatum,Especie,,Trichomycteridae,Siluriformes,Trichomycterus,Trichomycterus alternatum,"-2,245,499,992","-4,295,916,748"
384,Trichomycterus giganteus,Especie,,Trichomycteridae,Siluriformes,Trichomycterus,Trichomycterus giganteus,"-2,248,222,222","-4,339,055,556"
385,Trichomycterus potschi,Especie,,Trichomycteridae,Siluriformes,Trichomycterus,Trichomycterus potschi,"-2,291,063,889","-4,395,636,111"
386,Trichomycterus potschi,Especie,,Trichomycteridae,Siluriformes,Trichomycterus,Trichomycterus potschi,"-2,291,063,889","-4,395,636,111"
387,Acentronichthys leptos,Especie,,Heptapteridae,Siluriformes,Acentronichthys,Acentronichthys leptos,"-43,436,111","-22,579,444"
388,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,434,444","-22,579,167"
389,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,238,056","-22,596,667"
390,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,221,111","-22,604,167"
391,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,277,222","-22,557,222"
392,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,983,517","-22,448,561"
393,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,983,517","-22,448,561"
394,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-43,498,056","-22,835"
395,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,893,056","-22,503,889"
396,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-43,203,056","-22,595,833"
397,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,620,614","-22,477,917"
398,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,627,011","-22,441,889"
399,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,037,222","-22,458,333"
400,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-42,736,172","-22,615,244"
401,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-43,303,889","-22,549,444"
402,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-43,381,944","-22,568,889"
403,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-43,521,389","-22,634,722"
404,Acentronichthys leptos,Especie,,Heptapteridae,Characiformes,Acentronichthys,Acentronichthys leptos,"-434,375","-225,825"
405,Acentronichthys leptos,Especie,,Heptapteridae,Gobiiformes,Acentronichthys,Acentronichthys leptos,"-43,433,333","-22,589,722"
406,Acentronichthys leptos,Especie,,Heptapteridae,Siluriformes,Acentronichthys,Acentronichthys leptos,"-43,414,444","-225,925"
407,Acentronichthys leptos,Especie,,Heptapteridae,Siluriformes,Acentronichthys,Acentronichthys leptos,"-43,392,778","-22,578,056"
408,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,301,389","-22,545,556"
409,Acentronichthys leptos,Especie,,Heptapteridae,Cichliformes,Acentronichthys,Acentronichthys leptos,"-43,442,778","-22,613,331"
410,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-43,170,833","-22,821,389"
411,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-43,076,478","-22,964,294"
412,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-43,118,933","-22,882,344"
413,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,222","-229,367"
414,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,222","-229,367"
415,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,222","-229,367"
416,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,222","-229,367"
417,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-428,587","-229,367"
418,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,862","-229,375"
419,Achirus lineatus,Especie,,Achiridae,Cichliformes,Achirus,Achirus lineatus,"-427,862","-229,375"
420,Aequidens plagiozonatus,Especie,,Cichlidae,Cichliformes,Aequidens,Aequidens plagiozonatus,"-42,033,861","-21,634,444"
421,Aequidens plagiozonatus,Especie,,Cichlidae,Cichliformes,Aequidens,Aequidens plagiozonatus,"-41,761,444","-21,634,694"
422,Aequidens plagiozonatus,Especie,,Cichlidae,Cichliformes,Aequidens,Aequidens plagiozonatus,"-42,342,417","-21,748,528"
423,Aequidens plagiozonatus,Especie,,Cichlidae,Cichliformes,Aequidens,Aequidens plagiozonatus,"-42,342,417","-21,748,528"
424,Aequidens plagiozonatus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens plagiozonatus,"-41,924,028","-21,717,389"
425,Aequidens plagiozonatus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens plagiozonatus,"-41,924,028","-21,717,389"
426,Aequidens plagiozonatus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens plagiozonatus,"-42,142,778",-21.58
427,Aequidens plagiozonatus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens plagiozonatus,"-42,142,778",-21.58
428,Aequidens plagiozonatus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens plagiozonatus,"-41,924,028","-21,717,389"
429,Aequidens tetramerus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens tetramerus,"-42,342,417","-21,715,194"
430,Aequidens tetramerus,Especie,,Cichlidae,Gymnotiformes,Aequidens,Aequidens tetramerus,"-41,924,028","-21,717,389"
431,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-42,142,778",-21.58
432,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-41,761,444","-21,634,694"
433,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-41,761,444","-21,634,694"
434,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-42,033,861","-21,634,444"
435,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-42,033,861","-21,634,444"
436,Aequidens tetramerus,Especie,,Cichlidae,Siluriformes,Aequidens,Aequidens tetramerus,"-42,342,417","-21,715,194"
437,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,577,167","-21,577,167"
438,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,577,167","-21,577,167"
439,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,577,167","-21,577,167"
440,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,577,167","-21,577,167"
441,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,577,167","-21,577,167"
442,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
443,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
444,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
445,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
446,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
447,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
448,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
449,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
450,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
451,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,757,694","-21,637,222"
452,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-42,034,528",-21.63
453,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
454,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
455,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
456,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
457,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
458,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
459,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
460,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
461,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
462,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
463,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
464,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
465,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
466,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
467,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
468,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
469,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
470,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
471,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
472,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
473,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
474,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,761,444","-21,634,694"
475,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,761,444","-21,634,694"
476,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,761,444","-21,634,694"
477,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,761,444","-21,634,694"
478,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
479,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
480,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
481,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
482,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
483,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
484,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
485,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
486,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
487,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
488,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
489,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
490,Anchoviella lepidentostole,Especie,,Engraulidae,Characiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,856"
491,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
492,Anchoviella lepidentostole,Especie,,Engraulidae,Acanthuriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
493,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
494,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
495,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
496,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
497,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
498,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
499,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
500,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
501,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
502,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
503,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
504,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
505,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
506,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
507,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
508,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
509,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
510,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
511,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
512,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,332,431","-21,740,858"
513,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
514,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
515,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
516,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
517,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
518,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
519,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
520,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
521,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
522,Anchoviella lepidentostole,Especie,,Engraulidae,Cyprinodontiformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
523,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
524,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
525,Anchoviella lepidentostole,Especie,,Engraulidae,Siluriformes,Anchoviella,Anchoviella lepidentostole,"-41,642,639","-21,633,467"
