LOCALIDADE,LATITUDE,LONGITUDE,CLASSE,GENERO,FAMILIA,ESPECIE,NUMERO DE REGISTRO NO PORTAL,NOME COMUM,,,,,,,,,,,,,,,,-22.586.156,,Estado/Provincia,,Numero do registro no portal
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Scinax,Hylidae,Scinax x-signatus,519004,,,,,,,,,,,,,,,,,,,RJ,,519004
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519005,,,,,,,,,,,,,,,,,,,RJ,,519005
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519006,,,,,,,,,,,,,,,,,,,RJ,,519006
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519007,,,,,,,,,,,,,,,,,,,RJ,,519007
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519008,,,,,,,,,,,,,,,,,,,RJ,,519008
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519009,,,,,,,,,,,,,,,,,,,RJ,,519009
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519010,,,,,,,,,,,,,,,,,,,RJ,,519010
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax x-signatus,519011,,,,,,,,,,,,,,,,,,,RJ,,519011
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax x-signatus,519012,,,,,,,,,,,,,,,,,,,RJ,,519012
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax x-signatus,519013,,,,,,,,,,,,,,,,,,,RJ,,519013
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax x-signatus,519014,,,,,,,,,,,,,,,,,,,RJ,,519014
Parque Nacional Restinga De Jurubatiba,-22.25,-41.65,Amphibia,Scinax,Hylidae,Scinax x-signatus,519015,,,,,,,,,,,,,,,,,,,RJ,,519015
Parque Nacional Restinga De Jurubatiba,-22.275,-41.669.444,Amphibia,Scinax,Hylidae,Scinax alter,519016,,,,,,,,,,,,,,,,,,,RJ,,519016
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Scinax,Hylidae,Scinax alter,519017,,,,,,,,,,,,,,,,,,,RJ,,519017
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Scinax,Hylidae,Scinax alter,519018,,,,,,,,,,,,,,,,,,,RJ,,519018
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax alter,519019,,,,,,,,,,,,,,,,,,,RJ,,519019
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax alter,519020,,,,,,,,,,,,,,,,,,,RJ,,519020
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax alter,519022,,,,,,,,,,,,,,,,,,,RJ,,519022
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax alter,519023,,,,,,,,,,,,,,,,,,,RJ,,519023
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax alter,519024,,,,,,,,,,,,,,,,,,,RJ,,519024
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax alter,519025,,,,,,,,,,,,,,,,,,,RJ,,519025
Parque Nacional Restinga De Jurubatiba,-222.515,-41.651.111,Amphibia,Scinax,Hylidae,Scinax alter,519026,,,,,,,,,,,,,,,,,,,RJ,,519026
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Scinax,Hylidae,Scinax alter,519027,,,,,,,,,,,,,,,,,,,RJ,,519027
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Scinax,Hylidae,Scinax alter,519028,,,,,,,,,,,,,,,,,,,RJ,,519028
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax alter,519029,,,,,,,,,,,,,,,,,,,RJ,,519029
Parque Nacional Restinga De Jurubatiba,-22.256.639,-41.662.556,Amphibia,Scinax,Hylidae,Scinax alter,519030,,,,,,,,,,,,,,,,,,,RJ,,519030
Parque Nacional Restinga De Jurubatiba,-22.268.056,-41.650.028,Amphibia,Scinax,Hylidae,Scinax alter,519031,,,,,,,,,,,,,,,,,,,RJ,,519031
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519032,,,,,,,,,,,,,,,,,,,RJ,,519032
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519033,,,,,,,,,,,,,,,,,,,RJ,,519033
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519034,,,,,,,,,,,,,,,,,,,RJ,,519034
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519035,,,,,,,,,,,,,,,,,,,RJ,,519035
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519036,,,,,,,,,,,,,,,,,,,RJ,,519036
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Scinax,Hylidae,Scinax argyreornatus,519037,,,,,,,,,,,,,,,,,,,RJ,,519037
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Scinax,Hylidae,Scinax similis,519038,,,,,,,,,,,,,,,,,,,RJ,,519038
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Scinax,Hylidae,Scinax similis,519039,,,,,,,,,,,,,,,,,,,RJ,,519039
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax similis,519040,,,,,,,,,,,,,,,,,,,RJ,,519040
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax similis,519041,,,,,,,,,,,,,,,,,,,RJ,,519041
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Scinax,Hylidae,Scinax similis,519042,,,,,,,,,,,,,,,,,,,RJ,,519042
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.633.333,Amphibia,Scinax,Hylidae,Scinax similis,519043,,,,,,,,,,,,,,,,,,,RJ,,519043
Parque Nacional Restinga De Jurubatiba,-22.271.222,-41.645.361,Amphibia,Scinax,Hylidae,Scinax similis,519044,,,,,,,,,,,,,,,,,,,RJ,,519044
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519046,,,,,,,,,,,,,,,,,,,RJ,,519046
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519047,,,,,,,,,,,,,,,,,,,RJ,,519047
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519059,,,,,,,,,,,,,,,,,,,RJ,,519059
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519077,,,,,,,,,,,,,,,,,,,RJ,,519077
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519078,,,,,,,,,,,,,,,,,,,RJ,,519078
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519079,,,,,,,,,,,,,,,,,,,RJ,,519079
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519080,,,,,,,,,,,,,,,,,,,RJ,,519080
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519081,,,,,,,,,,,,,,,,,,,RJ,,519081
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519082,,,,,,,,,,,,,,,,,,,RJ,,519082
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519083,,,,,,,,,,,,,,,,,,,RJ,,519083
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519084,,,,,,,,,,,,,,,,,,,RJ,,519084
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519085,,,,,,,,,,,,,,,,,,,RJ,,519085
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519086,,,,,,,,,,,,,,,,,,,RJ,,519086
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519087,,,,,,,,,,,,,,,,,,,RJ,,519087
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519088,,,,,,,,,,,,,,,,,,,RJ,,519088
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519089,,,,,,,,,,,,,,,,,,,RJ,,519089
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519090,,,,,,,,,,,,,,,,,,,RJ,,519090
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519091,,,,,,,,,,,,,,,,,,,RJ,,519091
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Stereocyclops,Microhylidae,Stereocyclops parkeri,519092,,,,,,,,,,,,,,,,,,,RJ,,519092
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Trachycephalus,Hylidae,Trachycephalus nigromaculatus,519093,,,,,,,,,,,,,,,,,,,RJ,,519093
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519095,,,,,,,,,,,,,,,,,,,RJ,,519095
Parque Nacional Restinga De Jurubatiba,-222.515,-41.651.111,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,519101,,,,,,,,,,,,,,,,,,,RJ,,519101
Parque Nacional Restinga De Jurubatiba,-222.515,-41.651.111,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,519102,,,,,,,,,,,,,,,,,,,RJ,,519102
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,519103,,,,,,,,,,,,,,,,,,,RJ,,519103
Parque Nacional Restinga De Jurubatiba,-22.264.556,-41.653.833,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,519104,,,,,,,,,,,,,,,,,,,RJ,,519104
Parque Nacional Restinga De Jurubatiba,-22.256.528,-41.662.611,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,519105,,,,,,,,,,,,,,,,,,,RJ,,519105
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Chiasmocleis,Microhylidae,Chiasmocleis carvalhoi,519106,,,,,,,,,,,,,,,,,,,RJ,,519106
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Chiasmocleis,Microhylidae,Chiasmocleis carvalhoi,519107,,,,,,,,,,,,,,,,,,,RJ,,519107
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Chiasmocleis,Microhylidae,Chiasmocleis carvalhoi,519108,,,,,,,,,,,,,,,,,,,RJ,,519108
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Dendropsophus,Hylidae,Sem InformaÃ§Ãµes,519109,,,,,,,,,,,,,,,,,,,RJ,,519109
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Dendropsophus,Hylidae,Dendropsophus branneri,519110,,,,,,,,,,,,,,,,,,,RJ,,519110
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Dendropsophus,Hylidae,Dendropsophus branneri,519111,,,,,,,,,,,,,,,,,,,RJ,,519111
Parque Nacional Restinga De Jurubatiba,-22.265.917,-41.652.333,Amphibia,Dendropsophus,Hylidae,Dendropsophus branneri,519112,,,,,,,,,,,,,,,,,,,RJ,,519112
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Dendropsophus,Hylidae,Dendropsophus rubicundulus,519113,,,,,,,,,,,,,,,,,,,RJ,,519113
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Dendropsophus,Hylidae,Dendropsophus rubicundulus,519114,,,,,,,,,,,,,,,,,,,RJ,,519114
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,519115,,,,,,,,,,,,,,,,,,,RJ,,519115
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,519116,,,,,,,,,,,,,,,,,,,RJ,,519116
Parque Nacional Restinga De Jurubatiba,-22.264.556,-41.653.833,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,519117,,,,,,,,,,,,,,,,,,,RJ,,519117
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Elachistocleis,Microhylidae,Sem InformaÃ§Ãµes,519119,,,,,,,,,,,,,,,,,,,RJ,,519119
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,519124,,,,,,,,,,,,,,,,,,,RJ,,519124
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519125,,,,,,,,,,,,,,,,,,,RJ,,519125
Parque Nacional Restinga De Jurubatiba,-22.259.722,-416.575,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,519126,,,,,,,,,,,,,,,,,,,RJ,,519126
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519127,,,,,,,,,,,,,,,,,,,RJ,,519127
Parque Nacional Restinga De Jurubatiba,-22.271.361,-4.164.475,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,519128,,,,,,,,,,,,,,,,,,,RJ,,519128
Parque Nacional Restinga De Jurubatiba,-222.515,-41.651.111,Amphibia,Scinax,Hylidae,Scinax x-signatus,519129,,,,,,,,,,,,,,,,,,,RJ,,519129
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519130,,,,,,,,,,,,,,,,,,,RJ,,519130
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Stereocyclops,Microhylidae,Stereocyclops parkeri,519131,,,,,,,,,,,,,,,,,,,RJ,,519131
Parque Nacional Restinga De Jurubatiba,-22.260.056,-41.657.417,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519132,,,,,,,,,,,,,,,,,,,RJ,,519132
Parque Nacional Restinga De Jurubatiba,-22.270.806,-41.646.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,519133,,,,,,,,,,,,,,,,,,,RJ,,519133
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Rhinella,Bufonidae,Rhinella ornata,519134,,,,,,,,,,,,,,,,,,,RJ,,519134
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Rhinella,Bufonidae,Rhinella ornata,519135,,,,,,,,,,,,,,,,,,,RJ,,519135
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,519136,,,,,,,,,,,,,,,,,,,RJ,,519136
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519137,,,,,,,,,,,,,,,,,,,RJ,,519137
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519138,,,,,,,,,,,,,,,,,,,RJ,,519138
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax x-signatus,519139,,,,,,,,,,,,,,,,,,,RJ,,519139
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Scinax,Hylidae,Scinax alter,519140,,,,,,,,,,,,,,,,,,,RJ,,519140
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,519141,,,,,,,,,,,,,,,,,,,RJ,,519141
Parque Nacional Restinga De Jurubatiba,-2.225.975,-41.657.528,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519142,,,,,,,,,,,,,,,,,,,RJ,,519142
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519143,,,,,,,,,,,,,,,,,,,RJ,,519143
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,519144,,,,,,,,,,,,,,,,,,,RJ,,519144
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,519145,,,,,,,,,,,,,,,,,,,RJ,,519145
Parque Nacional Restinga De Jurubatiba,-22.271.361,-4.164.475,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus natalensis,519146,,,,,,,,,,,,,,,,,,,RJ,,519146
Parque Nacional Restinga De Jurubatiba,-22.271.222,-41.645.361,Amphibia,Scinax,Hylidae,Scinax similis,519147,,,,,,,,,,,,,,,,,,,RJ,,519147
Parque Nacional Restinga De Jurubatiba,-22.254.694,-41.662.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519148,,,,,,,,,,,,,,,,,,,RJ,,519148
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519149,,,,,,,,,,,,,,,,,,,RJ,,519149
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Physalaemus,Leiuperidae,Physalaemus marmoratus,519150,,,,,,,,,,,,,,,,,,,RJ,,519150
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,519151,,,,,,,,,,,,,,,,,,,RJ,,519151
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,519152,,,,,,,,,,,,,,,,,,,RJ,,519152
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Trachycephalus,Hylidae,Trachycephalus nigromaculatus,519153,,,,,,,,,,,,,,,,,,,RJ,,519153
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519154,,,,,,,,,,,,,,,,,,,RJ,,519154
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519155,,,,,,,,,,,,,,,,,,,RJ,,519155
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519156,,,,,,,,,,,,,,,,,,,RJ,,519156
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519157,,,,,,,,,,,,,,,,,,,RJ,,519157
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519161,,,,,,,,,,,,,,,,,,,RJ,,519161
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,519162,,,,,,,,,,,,,,,,,,,RJ,,519162
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Scinax,Hylidae,Scinax alter,519163,,,,,,,,,,,,,,,,,,,RJ,,519163
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax alter,519169,,,,,,,,,,,,,,,,,,,RJ,,519169
Parque Nacional Restinga De Jurubatiba,-22.25,-41.65,Amphibia,Scinax,Hylidae,Scinax x-signatus,519174,,,,,,,,,,,,,,,,,,,RJ,,519174
Parque Nacional Restinga De Jurubatiba,-22.259.972,-41.659.111,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,519175,,,,,,,,,,,,,,,,,,,RJ,,519175
Parque Nacional Restinga De Jurubatiba,-22.256.639,-41.662.556,Amphibia,Scinax,Hylidae,Scinax alter,519177,,,,,,,,,,,,,,,,,,,RJ,,519177
Parque Nacional Restinga De Jurubatiba,-22.254.028,-41.663.833,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,519183,,,,,,,,,,,,,,,,,,,RJ,,519183
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,519184,,,,,,,,,,,,,,,,,,,RJ,,519184
Reserva BiolÃ³gica UniÃ£o,-2.241.825,-42.019.556,Amphibia,Euparkerella,Strabomantidae,Euparkerella cochranae,45583,,,,,,,,,,,,,,,,,,,RJ,,45583
Parque Nacional Da Tijuca,-22.961.281,-43.289.792,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45584,,,,,,,,,,,,,,,,,,,RJ,,45584
Parque Nacional Da Tijuca,-22.946.303,-43.291.717,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45618,,,,,,,,,,,,,,,,,,,RJ,,45618
Parque Estadual Dos TrÃªs Picos,-22.355.442,-42.570.083,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45620,,,,,,,,,,,,,,,,,,,RJ,,45620
Parque Estadual Da Pedra Branca,-22.932.431,-43.442.533,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45621,,,,,,,,,,,,,,,,,,,RJ,,45621
Parque Nacional Da Tijuca,-22.955.483,-43.280.942,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45632,,,,,,,,,,,,,,,,,,,RJ,,45632
Parque Nacional Da Tijuca,-22.958.219,-43.278.283,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45636,,,,,,,,,,,,,,,,,,,RJ,,45636
EstaÃ§Ã£o EcolÃ³gica Estadual Do ParaÃ­so,-224.883,-42.919.492,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,45645,,,,,,,,,,,,,,,,,,,RJ,,45645
Parque Estadual Da Serra Da Tiririca,-22.973.333,-43.029.167,Amphibia,Rhinella,Bufonidae,Rhinella ornata,37344,,,,,,,,,,,,,,,,,,,RJ,,37344
Parque Estadual Da Serra Da Tiririca,-22.973.333,-43.029.167,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,37346,,,,,,,,,,,,,,,,,,,RJ,,37346
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Rhinella,Bufonidae,Rhinella icterica,37348,,,,,,,,,,,,,,,,,,,RJ,,37348
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Phasmahyla,Hylidae,Phasmahyla guttata,37351,,,,,,,,,,,,,,,,,,,RJ,,37351
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Physalaemus,Leiuperidae,Physalaemus soaresi,37353,,,,,,,,,,,,,,,,,,,RJ,,37353
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Flectonotus,Hemiphractidae,Flectonotus goeldii,37356,,,,,,,,,,,,,,,,,,,RJ,,37356
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,37357,,,,,,,,,,,,,,,,,,,RJ,,37357
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Euparkerella,Strabomantidae,Euparkerella brasiliensis,37359,,,,,,,,,,,,,,,,,,,RJ,,37359
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus ocellatus,37360,,,,,,,,,,,,,,,,,,,RJ,,37360
Parque Estadual Da Serra Da Tiririca,-22.973.333,-43.029.167,Amphibia,Scinax,Hylidae,Scinax fuscovarius,37362,,,,,,,,,,,,,,,,,,,RJ,,37362
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,37371,,,,,,,,,,,,,,,,,,,RJ,,37371
Parque Natural Municipal Da Prainha,-23.040.556,-43.507.778,Amphibia,Scinax,Hylidae,Scinax perpusillus,37378,,,,,,,,,,,,,,,,,,,RJ,,37378
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,37384,,,,,,,,,,,,,,,,,,,RJ,,37384
Apa Do MaciÃ§o GericinÃ³ Mendanha,-22.8,-43.516.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,37387,,,,,,,,,,,,,,,,,,,RJ,,37387
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Hylodes,Hylodidae,Hylodes nasus,37388,,,,,,,,,,,,,,,,,,,RJ,,37388
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,37389,,,,,,,,,,,,,,,,,,,RJ,,37389
Parque Natural Municipal Da Serra Do Mendanha,-228.125,-43.520.556,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa burmeisteri,37394,,,,,,,,,,,,,,,,,,,RJ,,37394
