LOCALIDADE,LATITUDE,LONGITUDE,CLASSE,GENERO,FAMILIA,ESPECIE,NUMERO DE REGISTRO NO PORTAL,NOME COMUM,,,,,,,,,,,,,,,,-22.586.156,,Estado/Provincia,,Numero do registro no portal
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Dendropsophus,Hylidae,Dendropsophus rubicundulus,518859,,,,,,,,,,,,,,,,,,,RJ,,518859
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518860,,,,,,,,,,,,,,,,,,,RJ,,518860
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518861,,,,,,,,,,,,,,,,,,,RJ,,518861
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518862,,,,,,,,,,,,,,,,,,,RJ,,518862
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518863,,,,,,,,,,,,,,,,,,,RJ,,518863
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518864,,,,,,,,,,,,,,,,,,,RJ,,518864
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518865,,,,,,,,,,,,,,,,,,,RJ,,518865
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518866,,,,,,,,,,,,,,,,,,,RJ,,518866
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518867,,,,,,,,,,,,,,,,,,,RJ,,518867
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518868,,,,,,,,,,,,,,,,,,,RJ,,518868
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518869,,,,,,,,,,,,,,,,,,,RJ,,518869
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518870,,,,,,,,,,,,,,,,,,,RJ,,518870
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518871,,,,,,,,,,,,,,,,,,,RJ,,518871
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518872,,,,,,,,,,,,,,,,,,,RJ,,518872
Parque Nacional Restinga De Jurubatiba,-22.264.556,-41.653.833,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518873,,,,,,,,,,,,,,,,,,,RJ,,518873
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Dendropsophus,Hylidae,Dendropsophus seniculus,518874,,,,,,,,,,,,,,,,,,,RJ,,518874
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Elachistocleis,Microhylidae,Sem Informa̵̤es,518875,,,,,,,,,,,,,,,,,,,RJ,,518875
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518876,,,,,,,,,,,,,,,,,,,RJ,,518876
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518877,,,,,,,,,,,,,,,,,,,RJ,,518877
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518878,,,,,,,,,,,,,,,,,,,RJ,,518878
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518879,,,,,,,,,,,,,,,,,,,RJ,,518879
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518880,,,,,,,,,,,,,,,,,,,RJ,,518880
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518881,,,,,,,,,,,,,,,,,,,RJ,,518881
Parque Nacional Restinga De Jurubatiba,-22.254.028,-41.663.833,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518882,,,,,,,,,,,,,,,,,,,RJ,,518882
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518883,,,,,,,,,,,,,,,,,,,RJ,,518883
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,518884,,,,,,,,,,,,,,,,,,,RJ,,518884
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,518885,,,,,,,,,,,,,,,,,,,RJ,,518885
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,518886,,,,,,,,,,,,,,,,,,,RJ,,518886
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,518887,,,,,,,,,,,,,,,,,,,RJ,,518887
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518888,,,,,,,,,,,,,,,,,,,RJ,,518888
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518889,,,,,,,,,,,,,,,,,,,RJ,,518889
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518890,,,,,,,,,,,,,,,,,,,RJ,,518890
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518891,,,,,,,,,,,,,,,,,,,RJ,,518891
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518892,,,,,,,,,,,,,,,,,,,RJ,,518892
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518893,,,,,,,,,,,,,,,,,,,RJ,,518893
Parque Nacional Restinga De Jurubatiba,-22.258.225,-41.658.797,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518894,,,,,,,,,,,,,,,,,,,RJ,,518894
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518895,,,,,,,,,,,,,,,,,,,RJ,,518895
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518896,,,,,,,,,,,,,,,,,,,RJ,,518896
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,518897,,,,,,,,,,,,,,,,,,,RJ,,518897
Parque Nacional Restinga De Jurubatiba,-22.259.722,-416.575,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,518898,,,,,,,,,,,,,,,,,,,RJ,,518898
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,518899,,,,,,,,,,,,,,,,,,,RJ,,518899
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,518900,,,,,,,,,,,,,,,,,,,RJ,,518900
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,518901,,,,,,,,,,,,,,,,,,,RJ,,518901
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518902,,,,,,,,,,,,,,,,,,,RJ,,518902
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518903,,,,,,,,,,,,,,,,,,,RJ,,518903
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518904,,,,,,,,,,,,,,,,,,,RJ,,518904
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518905,,,,,,,,,,,,,,,,,,,RJ,,518905
Parque Nacional Restinga De Jurubatiba,-22.254.694,-41.662.972,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518906,,,,,,,,,,,,,,,,,,,RJ,,518906
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518907,,,,,,,,,,,,,,,,,,,RJ,,518907
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518908,,,,,,,,,,,,,,,,,,,RJ,,518908
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518909,,,,,,,,,,,,,,,,,,,RJ,,518909
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518910,,,,,,,,,,,,,,,,,,,RJ,,518910
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,518911,,,,,,,,,,,,,,,,,,,RJ,,518911
Parque Nacional Restinga De Jurubatiba,-22.256.972,-4.166.275,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518912,,,,,,,,,,,,,,,,,,,RJ,,518912
Parque Nacional Restinga De Jurubatiba,-22.271.556,-41.645.444,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518913,,,,,,,,,,,,,,,,,,,RJ,,518913
Parque Nacional Restinga De Jurubatiba,-22.270.806,-41.646.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518914,,,,,,,,,,,,,,,,,,,RJ,,518914
Parque Nacional Restinga De Jurubatiba,-22.270.611,-41.645.833,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518915,,,,,,,,,,,,,,,,,,,RJ,,518915
Parque Nacional Restinga De Jurubatiba,-22.271.361,-4.164.475,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518916,,,,,,,,,,,,,,,,,,,RJ,,518916
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518917,,,,,,,,,,,,,,,,,,,RJ,,518917
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518918,,,,,,,,,,,,,,,,,,,RJ,,518918
Parque Nacional Restinga De Jurubatiba,-22.260.056,-41.657.417,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus mystacinus,518919,,,,,,,,,,,,,,,,,,,RJ,,518919
Parque Nacional Restinga De Jurubatiba,-22.271.361,-4.164.475,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus natalensis,518920,,,,,,,,,,,,,,,,,,,RJ,,518920
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus natalensis,518921,,,,,,,,,,,,,,,,,,,RJ,,518921
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Physalaemus,Leiuperidae,Physalaemus marmoratus,518922,,,,,,,,,,,,,,,,,,,RJ,,518922
Parque Nacional Restinga De Jurubatiba,-22.251.667,-41.671.322,Amphibia,Physalaemus,Leiuperidae,Physalaemus marmoratus,518923,,,,,,,,,,,,,,,,,,,RJ,,518923
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518924,,,,,,,,,,,,,,,,,,,RJ,,518924
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518925,,,,,,,,,,,,,,,,,,,RJ,,518925
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518926,,,,,,,,,,,,,,,,,,,RJ,,518926
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518927,,,,,,,,,,,,,,,,,,,RJ,,518927
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518928,,,,,,,,,,,,,,,,,,,RJ,,518928
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518929,,,,,,,,,,,,,,,,,,,RJ,,518929
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518930,,,,,,,,,,,,,,,,,,,RJ,,518930
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518931,,,,,,,,,,,,,,,,,,,RJ,,518931
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518932,,,,,,,,,,,,,,,,,,,RJ,,518932
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518933,,,,,,,,,,,,,,,,,,,RJ,,518933
Parque Nacional Restinga De Jurubatiba,-22.254.028,-41.663.833,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,518934,,,,,,,,,,,,,,,,,,,RJ,,518934
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518935,,,,,,,,,,,,,,,,,,,RJ,,518935
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518936,,,,,,,,,,,,,,,,,,,RJ,,518936
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518937,,,,,,,,,,,,,,,,,,,RJ,,518937
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518938,,,,,,,,,,,,,,,,,,,RJ,,518938
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518939,,,,,,,,,,,,,,,,,,,RJ,,518939
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518940,,,,,,,,,,,,,,,,,,,RJ,,518940
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518941,,,,,,,,,,,,,,,,,,,RJ,,518941
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518942,,,,,,,,,,,,,,,,,,,RJ,,518942
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518943,,,,,,,,,,,,,,,,,,,RJ,,518943
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518944,,,,,,,,,,,,,,,,,,,RJ,,518944
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518945,,,,,,,,,,,,,,,,,,,RJ,,518945
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518946,,,,,,,,,,,,,,,,,,,RJ,,518946
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518947,,,,,,,,,,,,,,,,,,,RJ,,518947
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518948,,,,,,,,,,,,,,,,,,,RJ,,518948
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518949,,,,,,,,,,,,,,,,,,,RJ,,518949
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518950,,,,,,,,,,,,,,,,,,,RJ,,518950
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518951,,,,,,,,,,,,,,,,,,,RJ,,518951
Parque Nacional Restinga De Jurubatiba,-22.270.917,-41.646.944,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518952,,,,,,,,,,,,,,,,,,,RJ,,518952
Parque Nacional Restinga De Jurubatiba,-22.259.972,-41.659.111,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518953,,,,,,,,,,,,,,,,,,,RJ,,518953
Parque Nacional Restinga De Jurubatiba,-22.259.972,-41.659.111,Amphibia,Pseudopaludicola,Leiuperidae,Pseudopaludicola mineira,518954,,,,,,,,,,,,,,,,,,,RJ,,518954
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518955,,,,,,,,,,,,,,,,,,,RJ,,518955
Parque Nacional Restinga De Jurubatiba,-22.256.528,-41.662.611,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518956,,,,,,,,,,,,,,,,,,,RJ,,518956
Parque Nacional Restinga De Jurubatiba,-22.254.306,-41.664.194,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518957,,,,,,,,,,,,,,,,,,,RJ,,518957
Parque Nacional Restinga De Jurubatiba,-22.254.194,-41.664.139,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518958,,,,,,,,,,,,,,,,,,,RJ,,518958
Parque Nacional Restinga De Jurubatiba,-22.254.028,-41.663.833,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518959,,,,,,,,,,,,,,,,,,,RJ,,518959
Parque Nacional Restinga De Jurubatiba,-22.254.028,-41.663.833,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518960,,,,,,,,,,,,,,,,,,,RJ,,518960
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518961,,,,,,,,,,,,,,,,,,,RJ,,518961
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Rhinella,Bufonidae,Rhinella ornata,518962,,,,,,,,,,,,,,,,,,,RJ,,518962
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518963,,,,,,,,,,,,,,,,,,,RJ,,518963
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518964,,,,,,,,,,,,,,,,,,,RJ,,518964
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518965,,,,,,,,,,,,,,,,,,,RJ,,518965
Parque Nacional Restinga De Jurubatiba,-22.257.056,-41.662.333,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518966,,,,,,,,,,,,,,,,,,,RJ,,518966
Parque Nacional Restinga De Jurubatiba,-22.260.056,-41.657.417,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518967,,,,,,,,,,,,,,,,,,,RJ,,518967
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518968,,,,,,,,,,,,,,,,,,,RJ,,518968
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518969,,,,,,,,,,,,,,,,,,,RJ,,518969
Parque Nacional Restinga De Jurubatiba,-22.259.583,-41.657.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518970,,,,,,,,,,,,,,,,,,,RJ,,518970
Parque Nacional Restinga De Jurubatiba,-22.259.833,-41.658.139,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518971,,,,,,,,,,,,,,,,,,,RJ,,518971
Parque Nacional Restinga De Jurubatiba,-22.271.222,-41.645.361,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518972,,,,,,,,,,,,,,,,,,,RJ,,518972
Parque Nacional Restinga De Jurubatiba,-2.225.975,-41.657.528,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518973,,,,,,,,,,,,,,,,,,,RJ,,518973
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518974,,,,,,,,,,,,,,,,,,,RJ,,518974
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518975,,,,,,,,,,,,,,,,,,,RJ,,518975
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518976,,,,,,,,,,,,,,,,,,,RJ,,518976
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518977,,,,,,,,,,,,,,,,,,,RJ,,518977
Parque Nacional Restinga De Jurubatiba,-22.260.056,-41.657.417,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518978,,,,,,,,,,,,,,,,,,,RJ,,518978
Parque Nacional Restinga De Jurubatiba,-22.260.083,-41.658.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518979,,,,,,,,,,,,,,,,,,,RJ,,518979
Parque Nacional Restinga De Jurubatiba,-22.257.778,-41.662.167,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518980,,,,,,,,,,,,,,,,,,,RJ,,518980
Parque Nacional Restinga De Jurubatiba,-22.254.694,-41.662.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518981,,,,,,,,,,,,,,,,,,,RJ,,518981
Parque Nacional Restinga De Jurubatiba,-22.275.639,-41.643.639,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518982,,,,,,,,,,,,,,,,,,,RJ,,518982
Parque Nacional Restinga De Jurubatiba,-22.271.556,-41.645.444,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518983,,,,,,,,,,,,,,,,,,,RJ,,518983
Parque Nacional Restinga De Jurubatiba,-22.254.694,-41.662.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518984,,,,,,,,,,,,,,,,,,,RJ,,518984
Parque Nacional Restinga De Jurubatiba,-22.254.694,-41.662.972,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518985,,,,,,,,,,,,,,,,,,,RJ,,518985
Parque Nacional Restinga De Jurubatiba,-2.225.975,-41.657.528,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518986,,,,,,,,,,,,,,,,,,,RJ,,518986
Parque Nacional Restinga De Jurubatiba,-2.226.025,-4.165.875,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518987,,,,,,,,,,,,,,,,,,,RJ,,518987
Parque Nacional Restinga De Jurubatiba,-2.226.025,-4.165.875,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518988,,,,,,,,,,,,,,,,,,,RJ,,518988
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518989,,,,,,,,,,,,,,,,,,,RJ,,518989
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518990,,,,,,,,,,,,,,,,,,,RJ,,518990
Parque Nacional Restinga De Jurubatiba,-22.262.706,-41.650.994,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518991,,,,,,,,,,,,,,,,,,,RJ,,518991
Parque Nacional Restinga De Jurubatiba,-22.262.556,-41.656.111,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,518992,,,,,,,,,,,,,,,,,,,RJ,,518992
Parque Nacional Restinga De Jurubatiba,-222.515,-41.651.111,Amphibia,Scinax,Hylidae,Scinax x-signatus,518993,,,,,,,,,,,,,,,,,,,RJ,,518993
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518994,,,,,,,,,,,,,,,,,,,RJ,,518994
Parque Nacional Restinga De Jurubatiba,-22.259.592,-41.660.122,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518995,,,,,,,,,,,,,,,,,,,RJ,,518995
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518996,,,,,,,,,,,,,,,,,,,RJ,,518996
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518997,,,,,,,,,,,,,,,,,,,RJ,,518997
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518998,,,,,,,,,,,,,,,,,,,RJ,,518998
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Scinax,Hylidae,Scinax cuspidatus,518999,,,,,,,,,,,,,,,,,,,RJ,,518999
Parque Nacional Restinga De Jurubatiba,-22.269.028,-41.639.167,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519000,,,,,,,,,,,,,,,,,,,RJ,,519000
Parque Nacional Restinga De Jurubatiba,-22.266.667,-41.65,Amphibia,Scinax,Hylidae,Scinax cuspidatus,519001,,,,,,,,,,,,,,,,,,,RJ,,519001
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Scinax,Hylidae,Scinax x-signatus,519002,,,,,,,,,,,,,,,,,,,RJ,,519002
Parque Nacional Restinga De Jurubatiba,-22.262.706,-4.165.655,Amphibia,Scinax,Hylidae,Scinax x-signatus,519003,,,,,,,,,,,,,,,,,,,RJ,,519003
